 Nmin= 10000; Nmax= 20000;
17669;94;94;371
17669;94;94;381
17669;94;94;5826
17669;94;94;5828
17670;94;95;185
17670;94;95;187
17670;94;95;189
17670;94;95;191
17670;94;95;371
17670;94;95;373
17670;94;95;379
17670;94;95;381
17670;94;95;531
17670;94;95;540
17670;94;95;557
17670;94;95;559
17670;94;95;743
17670;94;95;745
17670;94;95;759
17670;94;95;761
17670;94;95;949
17670;94;95;951
17670;94;95;1115
17670;94;95;1117
17670;94;95;1164
17670;94;95;1236
17670;94;95;1301
17670;94;95;1303
17670;94;95;1329
17670;94;95;1331
17670;94;95;1487
17670;94;95;1489
17670;94;95;1519
17670;94;95;1521
17670;94;95;1626
17670;94;95;1673
17670;94;95;1675
17670;94;95;1788
17670;94;95;1899
17670;94;95;1901
17670;94;95;2045
17670;94;95;2047
17670;94;95;2089
17670;94;95;2091
17670;94;95;2231
17670;94;95;2233
17670;94;95;2298
17670;94;95;2417
17670;94;95;2419
17670;94;95;2469
17670;94;95;2471
17670;94;95;2556
17670;94;95;2603
17670;94;95;2605
17670;94;95;2659
17670;94;95;2661
17670;94;95;2882
17670;94;95;2975
17670;94;95;2977
17670;94;95;3039
17670;94;95;3041
17670;94;95;3150
17670;94;95;3161
17670;94;95;3163
17670;94;95;3229
17670;94;95;3231
17670;94;95;3278
17670;94;95;3347
17670;94;95;3349
17670;94;95;3609
17670;94;95;3611
17670;94;95;3799
17670;94;95;3801
17670;94;95;3905
17670;94;95;3907
17670;94;95;3951
17670;94;95;4065
17670;94;95;4091
17670;94;95;4093
17670;94;95;4179
17670;94;95;4181
17670;94;95;4277
17670;94;95;4279
17670;94;95;4369
17670;94;95;4371
17670;94;95;4458
17670;94;95;4463
17670;94;95;4465
17670;94;95;4472
17670;94;95;4749
17670;94;95;4751
17670;94;95;4835
17670;94;95;4837
17670;94;95;4939
17670;94;95;4941
17670;94;95;5021
17670;94;95;5023
17670;94;95;5207
17670;94;95;5209
17670;94;95;5319
17670;94;95;5321
17670;94;95;5393
17670;94;95;5395
17670;94;95;5464
17670;94;95;5509
17670;94;95;5511
17670;94;95;5765
17670;94;95;5767
17670;94;95;5832
17670;94;95;5951
17670;94;95;5953
17670;94;95;6079
17670;94;95;6081
17670;94;95;6137
17670;94;95;6139
17670;94;95;6323
17670;94;95;6325
17670;94;95;6459
17670;94;95;6461
17670;94;95;6649
17670;94;95;6651
17670;94;95;6695
17670;94;95;6697
17670;94;95;6881
17670;94;95;6883
17670;94;95;6950
17670;94;95;7029
17670;94;95;7031
17670;94;95;7219
17670;94;95;7221
17670;94;95;7253
17670;94;95;7255
17670;94;95;7599
17670;94;95;7601
17670;94;95;7625
17670;94;95;7627
17670;94;95;7789
17670;94;95;7791
17670;94;95;7811
17670;94;95;7813
17670;94;95;7997
17670;94;95;7999
17670;94;95;8139
17670;94;95;8169
17670;94;95;8171
17670;94;95;8183
17670;94;95;8185
17670;94;95;8359
17670;94;95;8361
17670;94;95;8555
17670;94;95;8557
17670;94;95;8644
17670;94;95;8739
17670;94;95;8741
17670;94;95;8743
17671;94;94;187
17671;94;94;189
17671;94;94;373
17671;94;94;379
17671;94;94;1094
17671;94;94;3569
17671;94;94;4367
17671;94;94;5185
17672;94;94;187
17672;94;94;189
17672;94;94;563
17672;94;94;565
17672;94;94;939
17672;94;94;941
17672;94;94;1315
17672;94;94;1317
17672;94;94;1691
17672;94;94;1693
17672;94;94;2067
17672;94;94;2069
17672;94;94;2443
17672;94;94;2445
17672;94;94;2819
17672;94;94;2821
17672;94;94;3195
17672;94;94;3197
17672;94;94;3571
17672;94;94;3573
17672;94;94;3947
17672;94;94;3949
17672;94;94;4323
17672;94;94;4325
17672;94;94;4699
17672;94;94;4701
17672;94;94;5075
17672;94;94;5077
17672;94;94;5451
17672;94;94;5453
17672;94;94;5827
17672;94;94;5829
17672;94;94;6203
17672;94;94;6205
17672;94;94;6579
17672;94;94;6581
17672;94;94;6648
17672;94;94;6722
17672;94;94;6955
17672;94;94;6957
17672;94;94;7331
17672;94;94;7333
17672;94;94;7707
17672;94;94;7709
17672;94;94;8083
17672;94;94;8085
17672;94;94;8459
17672;94;94;8461
17672;94;94;8742
17673;94;94;187
17673;94;94;189
17673;94;94;2026
17673;94;94;2732
17673;94;94;4033
17673;94;94;5766
17673;94;94;5954
17673;94;94;6080
17673;94;94;6560
17673;94;94;7103
17673;94;94;7111
17673;94;94;7381
17673;94;94;7917
17674;94;94;2554
17674;94;94;4466
17675;94;94;202
17675;94;94;778
17675;94;94;1747
17675;94;94;1983
17675;94;94;3067
17675;94;94;3610
17675;94;94;5830
17676;94;94;202
17676;94;94;2368
17676;94;94;2978
17676;94;94;3040
17676;94;94;3570
17676;94;94;5534
17677;94;94;2472
17677;94;94;3572
17677;94;94;5023
17677;94;94;7630
17678;94;94;2234
17678;94;94;3644
17678;94;94;5960
17679;94;94;1459
17679;94;94;1588
17679;94;94;1592
17679;94;94;1902
17679;94;94;2395
17679;94;94;3907
17679;94;94;5077
17679;94;94;6410
17679;94;94;7795
17679;94;94;7815
17680;94;94;5572
17681;94;94;1275
17681;94;94;3949
17681;94;94;4464
17681;94;94;4840
17681;94;94;5961
17681;94;94;6463
17681;94;94;8002
17681;94;94;8265
17682;94;94;1490
17682;94;94;1520
17682;94;94;1942
17682;94;94;5636
17682;94;94;8756
17683;94;94;1332
17683;94;94;3199
17683;94;94;4096
17683;94;94;7495
17683;94;94;8191
17683;94;94;8569
17684;94;94;922
17684;94;94;6330
17685;94;94;1748
17685;94;94;4238
17685;94;94;4465
17685;94;94;4753
17685;94;94;5023
17685;94;94;5077
17685;94;94;5455
17685;94;94;8023
17686;94;94;1118
17686;94;94;2734
17687;94;94;4183
17687;94;94;4705
17687;94;94;5214
17687;94;94;7260
17688;94;94;176
17688;94;94;548
17688;94;94;952
17688;94;94;4474
17688;94;94;4944
17688;94;94;5190
17688;94;94;6890
17689;94;94;176
17689;94;94;950
17689;94;94;2071
17689;94;94;6608
17689;94;94;8744
17690;94;94;1790
17691;94;94;940
17691;94;94;1289
17691;94;94;1345
17691;94;94;1460
17691;94;94;1675
17691;94;94;1943
17691;94;94;3351
17691;94;94;4186
17691;94;94;4608
17691;94;94;5290
17691;94;94;8745
17692;94;94;2422
17692;94;94;3132
17693;94;94;578
17693;94;94;1523
17693;94;94;1693
17693;94;94;4561
17693;94;94;5402
17693;94;94;6145
17694;94;94;746
17694;94;94;760
17694;94;94;1252
17695;94;94;7800
17695;94;94;8470
17696;94;94;2050
17696;94;94;7974
17696;94;94;8028
17696;94;94;8272
17697;94;94;1303
17697;94;94;1331
17697;94;94;2607
17697;94;94;2825
17697;94;94;5345
17697;94;94;6611
17697;94;94;7230
17697;94;94;7846
17698;94;94;2978
17698;94;94;3168
17698;94;94;7044
17698;94;94;7664
17699;94;94;171
17699;94;94;207
17699;94;94;1317
17699;94;94;4286
17699;94;94;6091
17699;94;94;6706
17700;94;94;200
17700;94;94;6472
17701;94;94;200
17701;94;94;558
17701;94;94;1948
17701;94;94;1990
17701;94;94;2447
17701;94;94;4809
17701;94;94;5293
17701;94;94;8572
17701;94;94;8762
17702;94;94;560
17703;94;94;566
17703;94;94;923
17703;94;94;1378
17703;94;94;1826
17703;94;94;2191
17703;94;94;2666
17703;94;94;2917
17703;94;94;3655
17703;94;94;4285
17703;94;94;4670
17703;94;94;5599
17703;94;94;6796
17703;94;94;7046
17703;94;94;8571
17703;94;94;8763
17704;94;94;1346
17704;94;94;2610
17705;94;94;3045
17705;94;94;6970
17706;94;94;2474
17706;94;94;5404
17706;94;94;7850
17706;94;94;8376
17707;94;94;1905
17707;94;94;3356
17707;94;94;6711
17707;94;94;8099
17708;94;94;6824
17708;94;94;8216
17709;94;94;2555
17709;94;94;2918
17709;94;94;3135
17709;94;94;3168
17709;94;94;3619
17709;94;94;6218
17709;94;94;7271
17709;94;94;8671
17710;94;94;972
17710;94;94;3502
17711;94;94;178
17711;94;94;1306
17711;94;94;2192
17711;94;94;3508
17711;94;94;4760
17711;94;94;7043
17711;94;94;7724
17711;94;94;7894
17711;94;94;8202
17712;94;94;178
17712;94;94;2096
17712;94;94;2188
17712;94;94;4812
17712;94;94;8018
17713;94;94;2050
17713;94;94;3272
17713;94;94;3286
17713;94;94;4951
17713;94;94;7348
17713;94;94;7832
17714;94;94;5964
17714;94;94;7644
17715;94;94;382
17715;94;94;2923
17715;94;94;3503
17715;94;94;5523
17715;94;94;6595
17715;94;94;8672
17716;94;94;2556
17716;94;94;5782
17716;94;94;6458
17717;94;94;372
17717;94;94;745
17717;94;94;761
17717;94;94;3114
17717;94;94;4159
17717;94;94;4334
17717;94;94;4479
17717;94;94;5965
17718;94;94;374
17718;94;94;380
17718;94;94;7490
17718;94;94;8756
17719;94;94;5781
17719;94;94;6156
17719;94;94;7239
17720;94;94;7898
17721;94;94;198
17721;94;94;2424
17721;94;94;2503
17721;94;94;2924
17721;94;94;3812
17721;94;94;4337
17721;94;94;4480
17721;94;94;6829
17721;94;94;7124
17721;94;94;7649
17721;94;94;8074
17722;94;94;198
17722;94;94;7834
17723;94;94;1680
17723;94;94;2118
17723;94;94;2669
17723;94;94;5665
17723;94;94;6600
17723;94;94;7566
17723;94;94;7620
17723;94;94;8021
17724;94;94;3310
17724;94;94;3620
17724;94;94;4388
17724;94;94;5842
17724;94;94;8196
17724;94;94;8210
17725;94;94;7355
17725;94;94;8385
17726;94;94;7126
17726;94;94;7276
17727;94;94;2479
17727;94;94;4387
17727;94;94;5356
17727;94;94;5843
17727;94;94;6462
17727;94;94;7733
17728;94;94;732
17728;94;94;2504
17728;94;94;3358
17729;94;94;2098
17729;94;94;5413
17729;94;94;6223
17729;94;94;6904
17730;94;94;180
17730;94;94;1790
17730;94;94;3242
17731;94;94;180
17731;94;94;1168
17731;94;94;2353
17731;94;94;2612
17731;94;94;4388
17731;94;94;5225
17731;94;94;5528
17731;94;94;7132
17731;94;94;8112
17731;94;94;8767
17732;94;94;4294
17732;94;94;7574
17733;94;94;173
17733;94;94;205
17733;94;94;559
17733;94;94;1119
17733;94;94;1294
17733;94;94;5340
17733;94;94;5851
17733;94;94;6482
17733;94;94;6946
17733;94;94;6979
17733;94;94;8768
17734;94;94;2990
17734;94;94;8586
17735;94;94;565
17735;94;94;3815
17736;94;94;1336
17736;94;94;5852
17736;94;94;6722
17736;94;94;7134
17737;94;94;2454
17737;94;94;3173
17737;94;94;5844
17737;94;94;5970
17737;94;94;6347
17737;94;94;8202
17738;94;94;196
17738;94;94;1308
17738;94;94;4024
17739;94;94;196
17739;94;94;1322
17739;94;94;2053
17739;94;94;4107
17739;94;94;6677
17739;94;94;7577
17739;94;94;8779
17740;94;94;3512
17741;94;94;746
17741;94;94;1493
17741;94;94;2830
17741;94;94;3244
17741;94;94;5979
17741;94;94;8780
17742;94;94;4196
17742;94;94;6164
17742;94;94;7632
17743;94;94;2427
17743;94;94;4855
17743;94;94;5343
17743;94;94;6749
17743;94;94;6767
17743;94;94;8495
17744;94;94;1682
17744;94;94;5980
17745;94;94;182
17745;94;94;953
17745;94;94;1700
17745;94;94;2402
17745;94;94;2717
17745;94;94;3513
17745;94;94;3590
17746;94;94;182
17747;94;94;945
17747;94;94;3924
17747;94;94;6680
17747;94;94;6911
17748;94;94;5230
17748;94;94;6220
17748;94;94;6634
17748;94;94;7060
17749;94;94;1120
17749;94;94;2076
17749;94;94;2241
17749;94;94;7635
17750;94;94;8788
17751;94;94;194
17751;94;94;1528
17751;94;94;2033
17751;94;94;4389
17751;94;94;4720
17751;94;94;5046
17751;94;94;6352
17752;94;94;194
17752;94;94;4110
17752;94;94;7414
17753;94;94;1494
17753;94;94;2989
17753;94;94;5478
17753;94;94;5595
17753;94;94;7062
17753;94;94;8418
17754;94;94;4858
17754;94;94;7826
17755;94;94;3210
17755;94;94;4390
17756;94;94;184
17756;94;94;3926
17756;94;94;4388
17757;94;94;184
17757;94;94;2242
17757;94;94;2512
17757;94;94;2566
17757;94;94;3968
17757;94;94;4485
17757;94;94;8782
17758;94;94;4942
17758;94;94;5048
17759;94;94;1630
17759;94;94;2990
17759;94;94;5102
17759;94;94;5981
17759;94;94;6439
17759;94;94;8783
17760;94;94;192
17760;94;94;6112
17761;94;94;192
17761;94;94;3591
17761;94;94;4486
17761;94;94;8788
17762;94;94;5982
17763;94;94;175
17763;94;94;186
17763;94;94;203
17763;94;94;5212
17763;94;94;5735
17763;94;94;5857
17763;94;94;7324
17763;94;94;8789
17764;94;94;186
17765;94;94;190
17766;94;94;188
17766;94;94;190
17766;94;94;566
17766;94;94;568
17766;94;94;944
17766;94;94;946
17766;94;94;1322
17766;94;94;1324
17766;94;94;1700
17766;94;94;1702
17766;94;94;1756
17766;94;94;2078
17766;94;94;2080
17766;94;94;2456
17766;94;94;2458
17766;94;94;2834
17766;94;94;2836
17766;94;94;3212
17766;94;94;3214
17766;94;94;3590
17766;94;94;3592
17766;94;94;3968
17766;94;94;3970
17766;94;94;4346
17766;94;94;4348
17766;94;94;4724
17766;94;94;4726
17766;94;94;5102
17766;94;94;5104
17766;94;94;5480
17766;94;94;5482
17766;94;94;5858
17766;94;94;5860
17766;94;94;6236
17766;94;94;6238
17766;94;94;6614
17766;94;94;6616
17766;94;94;6992
17766;94;94;6994
17766;94;94;7370
17766;94;94;7372
17766;94;94;7748
17766;94;94;7750
17766;94;94;8126
17766;94;94;8128
17766;94;94;8504
17766;94;94;8506
17767;94;94;188
17767;94;94;5864
17767;94;94;5990
17767;94;94;8789
17768;94;94;1100
17768;94;94;5986
17769;94;94;3056
17769;94;94;4490
17769;94;94;5861
17769;94;94;7960
17770;94;95;534
17770;94;95;1036
17770;94;95;1351
17770;94;95;1631
17770;94;95;1831
17770;94;95;2311
17770;94;95;2485
17770;94;95;2674
17770;94;95;2747
17770;94;95;2871
17770;94;95;3342
17770;94;95;3516
17770;94;95;3589
17770;94;95;4088
17770;94;95;4349
17770;94;95;4389
17770;94;95;4401
17770;94;95;4969
17770;94;95;5369
17770;94;95;5451
17770;94;95;5865
17770;94;95;5991
17770;94;95;5996
17770;94;95;6443
17770;94;95;6596
17770;94;95;7142
17770;94;95;7512
17770;94;95;7534
17770;94;95;7642
17770;94;95;7788
17770;94;95;8189
17770;94;95;8489
17770;94;95;8591
17771;94;94;2994
17771;94;94;3591
17772;94;94;1912
17772;94;94;5050
17773;94;94;1952
17773;94;94;1994
17773;94;94;2246
17773;94;94;2381
17773;94;94;5104
17773;94;94;8308
17774;94;94;3928
17775;94;94;3590
17775;94;94;3970
17776;94;94;4866
17777;94;94;1498
17777;94;94;3216
17778;94;94;1282
17778;94;94;4118
17778;94;94;4778
17778;94;94;8788
17779;94;94;5484
17779;94;94;6364
17780;94;94;6642
17781;94;94;1124
17781;94;94;4261
17781;94;94;4730
17781;94;94;4970
17782;94;94;5242
17783;94;94;1352
17783;94;94;2082
17783;94;94;2749
17783;94;94;6927
17784;94;94;4490
17785;94;94;945
17786;94;94;1684
17787;94;94;764
17787;94;94;1702
17787;94;94;2435
17787;94;94;4633
17788;94;94;1468
17788;94;94;6178
17789;94;94;177
17789;94;94;201
17789;94;94;750
17789;94;94;8515
17790;94;94;7268
17791;94;94;2061
17791;94;94;2840
17792;94;94;1310
17793;94;94;1324
17793;94;94;3185
17793;94;94;4834
17793;94;94;8072
17794;94;94;2932
17794;94;94;6742
17795;94;94;2460
17796;94;94;2680
17796;94;94;8618
17797;94;94;563
17797;94;94;569
17798;94;94;4308
17798;94;94;5322
17799;94;94;928
17799;94;94;2624
17799;94;94;7007
17799;94;94;8420
17800;94;95;958
17800;94;95;1102
17800;94;95;1469
17800;94;95;1836
17800;94;95;1915
17800;94;95;2084
17800;94;95;2203
17800;94;95;2933
17800;94;95;3829
17800;94;95;4062
17800;94;95;4500
17800;94;95;4786
17800;94;95;5110
17800;94;95;5988
17800;94;95;6130
17800;94;95;6292
17800;94;95;7446
17800;94;95;8110
17800;94;95;8296
17800;94;95;8811
17801;94;94;3520
17801;94;94;5433
17801;94;94;7085
17801;94;94;8142
17802;94;94;3374
17802;94;94;8812
17803;94;94;6251
17803;94;94;7893
17803;94;94;7935
17804;94;94;7310
17805;94;94;2107
17805;94;94;3152
17805;94;94;7765
17806;94;94;8246
17807;94;94;7387
17807;94;94;8061
17808;94;94;2204
17808;94;94;4502
17808;94;94;5552
17808;94;94;7874
17809;94;94;6630
17809;94;94;7685
17810;94;95;179
17810;94;95;199
17810;94;95;382
17810;94;95;765
17810;94;95;919
17810;94;95;969
17810;94;95;1531
17810;94;95;1914
17810;94;95;1960
17810;94;95;2841
17810;94;95;3304
17810;94;95;3419
17810;94;95;3741
17810;94;95;3761
17810;94;95;3801
17810;94;95;4266
17810;94;95;4639
17810;94;95;5119
17810;94;95;5142
17810;94;95;5218
17810;94;95;5522
17810;94;95;6349
17810;94;95;7609
17810;94;95;8179
17810;94;95;8799
17810;94;95;8821
17811;94;94;179
17811;94;94;199
17811;94;94;4357
17811;94;94;5813
17812;94;94;374
17813;94;94;376
17813;94;94;2516
17813;94;94;2570
17814;94;94;3832
17814;94;94;5812
17815;94;94;4360
17815;94;94;5872
17815;94;94;5998
17816;94;94;7690
17817;94;94;6635
17817;94;94;6866
17817;94;94;7876
17817;94;94;8239
17818;94;94;2940
17818;94;94;8064
17819;94;94;7394
17819;94;94;8254
17820;94;95;206
17820;94;95;216
17820;94;95;1326
17820;94;95;2492
17820;94;95;2517
17820;94;95;2571
17820;94;95;2802
17820;94;95;2942
17820;94;95;4410
17820;94;95;5636
17820;94;95;5680
17820;94;95;5696
17820;94;95;6982
17820;94;95;8432
17820;94;95;8811
17821;94;94;7315
17821;94;94;7774
17822;94;94;8812
17823;94;94;3259
17823;94;94;3376
17823;94;94;6256
17823;94;94;6497
17823;94;94;7165
17823;94;94;7169
17824;94;94;5442
17825;94;94;8155
17826;94;94;2626
17826;94;94;5368
17827;94;94;4317
17827;94;94;7016
17828;94;94;562
17828;94;94;4412
17829;94;94;181
17829;94;94;197
17829;94;94;568
17829;94;94;8632
17830;94;95;169
17830;94;95;181
17830;94;95;197
17830;94;95;211
17830;94;95;1341
17830;94;95;1384
17830;94;95;2021
17830;94;95;2044
17830;94;95;2730
17830;94;95;2906
17830;94;95;2942
17830;94;95;3944
17830;94;95;4741
17830;94;95;4792
17830;94;95;5222
17830;94;95;5883
17830;94;95;6009
17830;94;95;6134
17830;94;95;6598
17830;94;95;6871
17830;94;95;6984
17830;94;95;7329
17830;94;95;7666
17830;94;95;8245
17830;94;95;8306
17830;94;95;8381
17830;94;95;8620
17831;94;94;2467
17831;94;94;6758
17832;94;94;3190
17832;94;94;6712
17833;94;94;1315
17833;94;94;1329
17833;94;94;5884
17833;94;94;6010
17834;94;94;2064
17835;94;94;2845
17835;94;94;7618
17835;94;94;7672
17836;94;94;750
17837;94;94;6197
17837;94;94;8540
17838;94;94;2440
17838;94;94;8828
17839;94;94;1691
17839;94;94;1709
17840;94;95;2132
17840;94;95;2578
17840;94;95;4411
17840;94;95;4900
17840;94;95;5562
17840;94;95;6264
17840;94;95;6622
17840;94;95;6715
17840;94;95;6804
17840;94;95;7866
17840;94;95;8829
17841;94;94;950
17841;94;94;3532
17841;94;94;7097
17842;94;94;6948
17843;94;94;183
17843;94;94;195
17843;94;94;2087
17843;94;94;5258
17844;94;94;1126
17844;94;94;4412
17845;94;94;4745
17846;94;94;6386
17847;94;94;4132
17847;94;94;5507
17848;94;94;1502
17849;94;94;3227
17849;94;94;4884
17850;94;94;8828
17851;94;94;3947
17851;94;94;3989
17852;94;94;2254
17853;94;94;185
17853;94;94;193
17853;94;94;5075
17853;94;94;5129
17854;94;94;3006
17855;94;94;3610
17856;94;94;4510
17857;94;94;5888
17857;94;94;6014
17858;94;94;8836
17859;94;94;187
17859;94;94;191
17860;94;95;187
17860;94;95;189
17860;94;95;191
17860;94;95;375
17860;94;95;377
17860;94;95;563
17860;94;95;565
17860;94;95;569
17860;94;95;571
17860;94;95;751
17860;94;95;753
17860;94;95;949
17860;94;95;951
17860;94;95;1127
17860;94;95;1129
17860;94;95;1315
17860;94;95;1317
17860;94;95;1329
17860;94;95;1331
17860;94;95;1503
17860;94;95;1505
17860;94;95;1691
17860;94;95;1693
17860;94;95;1709
17860;94;95;1711
17860;94;95;2067
17860;94;95;2069
17860;94;95;2089
17860;94;95;2091
17860;94;95;2255
17860;94;95;2257
17860;94;95;2443
17860;94;95;2445
17860;94;95;2469
17860;94;95;2471
17860;94;95;2631
17860;94;95;2633
17860;94;95;2849
17860;94;95;2851
17860;94;95;3007
17860;94;95;3009
17860;94;95;3195
17860;94;95;3197
17860;94;95;3229
17860;94;95;3231
17860;94;95;3383
17860;94;95;3385
17860;94;95;3609
17860;94;95;3611
17860;94;95;3947
17860;94;95;3949
17860;94;95;3989
17860;94;95;3991
17860;94;95;4135
17860;94;95;4137
17860;94;95;4226
17860;94;95;4323
17860;94;95;4325
17860;94;95;4369
17860;94;95;4371
17860;94;95;4418
17860;94;95;4511
17860;94;95;4513
17860;94;95;4652
17860;94;95;4749
17860;94;95;4751
17860;94;95;4856
17860;94;95;4887
17860;94;95;4889
17860;94;95;5075
17860;94;95;5077
17860;94;95;5129
17860;94;95;5131
17860;94;95;5263
17860;94;95;5265
17860;94;95;5451
17860;94;95;5453
17860;94;95;5509
17860;94;95;5511
17860;94;95;5827
17860;94;95;5829
17860;94;95;5889
17860;94;95;5891
17860;94;95;6015
17860;94;95;6017
17860;94;95;6203
17860;94;95;6205
17860;94;95;6269
17860;94;95;6271
17860;94;95;6391
17860;94;95;6393
17860;94;95;6649
17860;94;95;6651
17860;94;95;6744
17860;94;95;6767
17860;94;95;6769
17860;94;95;6955
17860;94;95;6957
17860;94;95;7029
17860;94;95;7031
17860;94;95;7331
17860;94;95;7333
17860;94;95;7364
17860;94;95;7409
17860;94;95;7411
17860;94;95;7707
17860;94;95;7709
17860;94;95;7789
17860;94;95;7791
17860;94;95;7895
17860;94;95;7897
17860;94;95;8083
17860;94;95;8085
17860;94;95;8169
17860;94;95;8171
17860;94;95;8271
17860;94;95;8273
17860;94;95;8532
17860;94;95;8549
17860;94;95;8551
17860;94;95;8647
17860;94;95;8649
17860;94;95;8835
17860;94;95;8837
17861;94;94;189
17862;95;95;189
17862;95;95;1358
17862;95;95;2004
17862;95;95;3072
17862;95;95;3868
17862;95;95;4508
17862;95;95;4518
17862;95;95;5157
17862;95;95;6446
17862;95;95;8836
17862;95;95;8838
17863;95;95;176
17863;95;95;189
17863;95;95;2498
17863;95;95;2527
17863;95;95;2688
17863;95;95;4216
17863;95;95;4853
17863;95;95;4953
17863;95;95;4995
17863;95;95;5828
17863;95;95;5892
17863;95;95;6016
17863;95;95;6018
17863;95;95;6673
17863;95;95;6677
17863;95;95;7183
17863;95;95;7628
17863;95;95;8286
17863;95;95;8566
17863;95;95;8830
17864;95;95;176
17864;95;95;1962
17864;95;95;2114
17864;95;95;3314
17864;95;95;4372
17864;95;95;4512
17864;95;95;4514
17864;95;95;5630
17864;95;95;5694
17864;95;95;5896
17865;95;95;176
17865;95;95;972
17865;95;95;1106
17865;95;95;1922
17865;95;95;2048
17865;95;95;3140
17865;95;95;3610
17865;95;95;4237
17865;95;95;5376
17865;95;95;6261
17865;95;95;6315
17865;95;95;6744
17865;95;95;7033
17865;95;95;7877
17865;95;95;8003
17865;95;95;8351
17865;95;95;8831
17866;95;95;176
17866;95;95;360
17866;95;95;2027
17866;95;95;2576
17866;95;95;2914
17866;95;95;2946
17866;95;95;3008
17866;95;95;3010
17866;95;95;3535
17866;95;95;3649
17866;95;95;4693
17866;95;95;4713
17866;95;95;5302
17866;95;95;5398
17866;95;95;5893
17867;95;95;546
17867;95;95;1538
17867;95;95;1766
17867;95;95;1841
17867;95;95;2472
17867;95;95;2762
17867;95;95;4804
17867;95;95;4825
17867;95;95;5077
17867;95;95;5079
17867;95;95;5131
17867;95;95;5897
17867;95;95;6284
17867;95;95;6515
17867;95;95;6531
17867;95;95;6632
17867;95;95;7553
17867;95;95;7573
17867;95;95;7712
17867;95;95;8832
17868;95;95;922
17868;95;95;1536
17868;95;95;1640
17868;95;95;1770
17868;95;95;1808
17868;95;95;2256
17868;95;95;2258
17868;95;95;6654
17869;95;95;171
17869;95;95;209
17869;95;95;214
17869;95;95;588
17869;95;95;1346
17869;95;95;2580
17869;95;95;2691
17869;95;95;2736
17869;95;95;2887
17869;95;95;3609
17869;95;95;3949
17869;95;95;3951
17869;95;95;3991
17869;95;95;5571
17869;95;95;5894
17869;95;95;6888
17869;95;95;7899
17869;95;95;8473
17869;95;95;8833
17870;95;95;171
17870;95;95;209
17870;95;95;214
17870;95;95;802
17870;95;95;1304
17870;95;95;1344
17870;95;95;1391
17870;95;95;1659
17870;95;95;2009
17870;95;95;2324
17870;95;95;2394
17870;95;95;2499
17870;95;95;2528
17870;95;95;2830
17870;95;95;3301
17870;95;95;3611
17870;95;95;4111
17870;95;95;5289
17870;95;95;5712
17870;95;95;5898
17870;95;95;7631
17870;95;95;7961
17871;95;95;171
17871;95;95;209
17871;95;95;2005
17871;95;95;2421
17871;95;95;3101
17871;95;95;3133
17871;95;95;3233
17871;95;95;4803
17871;95;95;4890
17871;95;95;4892
17871;95;95;5900
17871;95;95;6676
17871;95;95;7737
17871;95;95;8088
17871;95;95;8174
17872;95;95;1206
17872;95;95;1504
17872;95;95;1506
17872;95;95;2210
17872;95;95;3068
17872;95;95;3186
17872;95;95;3684
17872;95;95;5244
17872;95;95;5886
17872;95;95;7416
17872;95;95;7478
17872;95;95;7878
17872;95;95;8236
17873;95;95;362
17873;95;95;738
17873;95;95;1042
17873;95;95;1332
17873;95;95;1475
17873;95;95;1963
17873;95;95;2261
17873;95;95;2522
17873;95;95;2530
17873;95;95;2577
17873;95;95;2913
17873;95;95;2945
17873;95;95;3166
17873;95;95;4138
17873;95;95;4140
17873;95;95;4227
17873;95;95;4974
17873;95;95;5288
17873;95;95;5513
17873;95;95;5899
17873;95;95;6295
17873;95;95;7304
17873;95;95;8279
17873;95;95;8455
17874;95;95;962
17874;95;95;981
17874;95;95;2208
17874;95;95;3338
17874;95;95;3610
17874;95;95;4790
17874;95;95;4856
17874;95;95;4996
17874;95;95;5133
17874;95;95;5529
17874;95;95;5596
17874;95;95;5901
17874;95;95;6396
17874;95;95;6398
17874;95;95;6724
17875;95;95;930
17875;95;95;960
17875;95;95;1061
17875;95;95;1289
17875;95;95;1359
17875;95;95;1921
17875;95;95;3612
17875;95;95;4108
17875;95;95;4427
17875;95;95;4559
17875;95;95;4606
17875;95;95;4755
17875;95;95;5379
17875;95;95;5887
17875;95;95;6536
17875;95;95;7834
17875;95;95;7923
17876;95;95;202
17876;95;95;932
17876;95;95;1128
17876;95;95;1130
17876;95;95;7002
17876;95;95;7798
17876;95;95;8448
17877;95;95;202
17877;95;95;584
17877;95;95;2093
17877;95;95;3465
17877;95;95;4230
17877;95;95;4284
17877;95;95;4323
17877;95;95;5268
17877;95;95;5270
17877;95;95;5528
17877;95;95;5902
17877;95;95;6277
17877;95;95;7109
17877;95;95;7185
17877;95;95;7338
17877;95;95;7371
17877;95;95;7968
17877;95;95;8663
17878;95;95;202
17878;95;95;770
17878;95;95;902
17878;95;95;1750
17878;95;95;2420
17878;95;95;3993
17878;95;95;4793
17878;95;95;5344
17878;95;95;6519
17878;95;95;6535
17878;95;95;6962
17878;95;95;6964
17878;95;95;8056
17878;95;95;8830
17879;95;95;202
17879;95;95;552
17879;95;95;950
17879;95;95;1539
17879;95;95;1610
17879;95;95;1641
17879;95;95;2010
17879;95;95;2852
17879;95;95;2946
17879;95;95;3077
17879;95;95;3533
17879;95;95;3611
17879;95;95;3846
17879;95;95;4056
17879;95;95;4080
17879;95;95;4428
