N, s, D, AD
674,70,18,12.2407
675,72,18,12.2493
676,250,18,12.2578
677,187,18,12.2663
677,286,18,12.2663
678,108,18,12.2747
679,142,18,12.2832
679,263,18,12.2832
680,178,18,12.2916
681,216,18,12.3
682,324,18,12.3084
683,35,18,12.3167
683,39,18,12.3167
685,37,18,12.3333
686,324,19,12.3431
687,216,19,12.3528
688,182,19,12.3624
689,146,19,12.3721
689,242,19,12.3721
689,269,19,12.3721
690,108,19,12.3817
691,193,19,12.3913
691,290,19,12.3913
692,254,19,12.4009
693,72,19,12.4104
694,74,19,12.4199
695,192,19,12.4294
695,257,19,12.4294
696,294,19,12.4388
697,111,19,12.4483
697,270,19,12.4483
698,146,19,12.4577
699,183,19,12.467
700,222,19,12.4764
701,40,19,12.4857
701,333,19,12.4857
702,36,19,12.495
703,36,19,12.5043
703,38,19,12.5043
703,73,19,12.5043
703,75,19,12.5043
703,110,19,12.5043
703,112,19,12.5043
703,147,19,12.5043
703,149,19,12.5043
703,184,19,12.5043
703,186,19,12.5043
703,221,19,12.5043
703,223,19,12.5043
703,258,19,12.5043
703,260,19,12.5043
703,295,19,12.5043
703,297,19,12.5043
703,332,19,12.5043
703,334,19,12.5043
704,38,19,12.5135
705,333,19,12.5227
706,222,19,12.5319
706,248,19,12.5319
707,187,19,12.5411
707,276,19,12.5411
708,150,19,12.5502
709,111,19,12.5593
709,198,19,12.5593
710,298,19,12.5684
711,261,19,12.5775
712,74,19,12.5865
712,278,19,12.5865
713,76,19,12.5955
713,197,19,12.5955
714,108,19,12.6045
714,264,19,12.6045
715,277,19,12.6134
715,302,19,12.6134
716,114,19,12.6224
716,200,19,12.6224
717,150,19,12.6313
718,188,19,12.6402
718,324,19,12.6402
719,41,19,12.649
719,228,19,12.649
720,342,19,12.6579
721,37,19,12.6667
721,39,19,12.6667
722,37,19,12.6755
722,39,19,12.6755
722,75,19,12.6755
722,77,19,12.6755
722,113,19,12.6755
722,115,19,12.6755
722,151,19,12.6755
722,153,19,12.6755
722,189,19,12.6755
722,191,19,12.6755
722,227,19,12.6755
722,229,19,12.6755
722,265,19,12.6755
722,267,19,12.6755
722,303,19,12.6755
722,305,19,12.6755
722,324,19,12.6755
722,341,19,12.6755
722,343,19,12.6755
723,37,19,12.6842
723,39,19,12.6842
723,254,19,12.6842
724,200,19,12.6929
724,344,19,12.6929
725,230,19,12.7017
726,108,19,12.7103
726,190,19,12.7103
727,110,19,12.719
727,152,19,12.719
728,116,19,12.7276
728,282,19,12.7276
729,308,19,12.7363
729,329,19,12.7363
730,270,19,12.7449
731,78,19,12.7534
731,328,19,12.7534
732,76,19,12.762
733,109,19,12.7705
733,269,19,12.7705
734,256,19,12.779
734,308,19,12.779
735,115,19,12.7875
736,42,19,12.7959
736,156,19,12.7959
737,195,19,12.8043
737,257,19,12.8043
738,36,19,12.8128
738,232,19,12.8128
739,36,19,12.8211
739,349,19,12.8211
740,40,19,12.8295
741,38,19,12.8378
741,40,19,12.8378
741,77,19,12.8378
741,79,19,12.8378
741,116,19,12.8378
741,118,19,12.8378
741,155,19,12.8378
741,157,19,12.8378
741,194,19,12.8378
741,196,19,12.8378
741,233,19,12.8378
741,235,19,12.8378
741,272,19,12.8378
741,274,19,12.8378
741,311,19,12.8378
741,313,19,12.8378
741,350,19,12.8378
741,352,19,12.8378
742,38,19,12.8462
743,261,19,12.8544
743,353,19,12.8544
744,236,19,12.8627
745,195,19,12.871
746,156,19,12.8792
747,113,19,12.8874
747,119,19,12.8874
748,316,19,12.8956
749,277,19,12.9037
749,338,19,12.9037
750,80,19,12.9119
751,78,19,12.92
751,337,19,12.92
752,276,19,12.9281
753,112,19,12.9362
753,316,19,12.9362
754,118,19,12.9442
755,160,19,12.9523
756,200,19,12.9603
757,238,19,12.9683
757,264,19,12.9683
758,358,19,12.9762
759,37,19,12.9842
759,41,19,12.9842
761,39,19,13.
762,362,20,13.0092
763,242,20,13.0184
763,268,20,13.0184
764,200,20,13.0275
765,160,20,13.0366
766,122,20,13.0458
767,116,20,13.0548
767,324,20,13.0548
768,284,20,13.0639
769,82,20,13.0729
769,347,20,13.0729
770,80,20,13.0819
771,283,20,13.0909
771,346,20,13.0909
772,324,20,13.0999
773,115,20,13.1088
773,121,20,13.1088
774,164,20,13.1177
775,205,20,13.1266
776,244,20,13.1355
777,271,20,13.1443
777,367,20,13.1443
778,42,20,13.1532
779,38,20,13.162
780,38,20,13.1707
780,40,20,13.1707
780,116,20,13.1707
780,118,20,13.1707
780,272,20,13.1707
780,274,20,13.1707
780,350,20,13.1707
780,352,20,13.1707
781,40,20,13.1795
781,371,20,13.1795
782,248,20,13.1882
783,205,20,13.1969
783,275,20,13.1969
783,372,20,13.1969
784,164,20,13.2056
785,125,20,13.2143
785,186,20,13.2143
785,249,20,13.2143
786,332,20,13.2229
787,119,20,13.2316
787,149,20,13.2316
787,206,20,13.2316
787,291,20,13.2316
788,84,20,13.2402
789,82,20,13.2487
789,165,20,13.2487
789,356,20,13.2487
790,290,20,13.2573
791,126,20,13.2658
791,332,20,13.2658
791,355,20,13.2658
792,124,20,13.2743
793,118,20,13.2828
793,168,20,13.2828
793,303,20,13.2828
793,335,20,13.2828
794,210,20,13.2913
795,250,20,13.2997
795,294,20,13.2997
796,376,20,13.3082
797,43,20,13.3166
797,75,20,13.3166
797,85,20,13.3166
797,278,20,13.3166
799,39,20,13.3333
799,41,20,13.3333
799,77,20,13.3333
799,83,20,13.3333
800,39,20,13.3417
800,41,20,13.3417
800,119,20,13.3417
800,121,20,13.3417
800,279,20,13.3417
800,281,20,13.3417
800,359,20,13.3417
800,361,20,13.3417
800,380,20,13.3417
801,39,20,13.35
801,41,20,13.35
801,254,20,13.35
801,294,20,13.35
802,190,20,13.3583
803,152,20,13.3666
803,280,20,13.3666
803,305,20,13.3666
803,337,20,13.3666
805,126,20,13.3831
806,308,20,13.3913
807,120,20,13.3995
807,171,20,13.3995
808,76,20,13.4077
809,78,20,13.4158
809,155,20,13.4158
809,214,20,13.4158
809,363,20,13.4158
811,194,20,13.4321
811,255,20,13.4321
811,308,20,13.4321
811,366,20,13.4321
813,123,20,13.4483
813,384,20,13.4483
814,156,20,13.4563
815,44,20,13.4644
815,195,20,13.4644
815,389,20,13.4644
817,38,20,13.4804
817,287,20,13.4804
817,390,20,13.4804
818,38,20,13.4884
819,42,20,13.4963
820,40,20,13.5043
820,42,20,13.5043
820,122,20,13.5043
820,124,20,13.5043
820,286,20,13.5043
820,288,20,13.5043
820,368,20,13.5043
820,370,20,13.5043
821,40,20,13.5122
821,390,20,13.5122
823,195,20,13.528
823,287,20,13.528
824,156,20,13.5358
827,123,20,13.5593
827,316,20,13.5593
829,78,20,13.5749
829,372,20,13.5749
830,80,20,13.5826
831,375,20,13.5904
832,316,20,13.5981
833,126,20,13.6058
835,160,20,13.6211
836,200,20,13.6287
837,294,20,13.6364
838,400,20,13.644
839,39,20,13.6516
839,43,20,13.6516
841,41,20,13.6667
842,400,21,13.6754
843,294,21,13.6841
844,200,21,13.6928
845,160,21,13.7014
845,268,21,13.7014
847,126,21,13.7187
848,324,21,13.7273
849,381,21,13.7358
850,80,21,13.7444
851,82,21,13.7529
851,384,21,13.7529
853,129,21,13.77
853,324,21,13.77
856,164,21,13.7953
857,205,21,13.8037
857,301,21,13.8037
859,44,21,13.8205
859,410,21,13.8205
860,40,21,13.8289
861,40,21,13.8372
861,42,21,13.8372
861,81,21,13.8372
861,83,21,13.8372
861,163,21,13.8372
861,165,21,13.8372
861,204,21,13.8372
861,206,21,13.8372
861,327,21,13.8372
861,329,21,13.8372
861,409,21,13.8372
861,411,21,13.8372
862,42,21,13.8455
863,301,21,13.8538
863,410,21,13.8538
864,274,21,13.8621
865,205,21,13.8704
866,164,21,13.8786
866,302,21,13.8786
867,129,21,13.8868
868,356,21,13.895
869,332,21,13.9032
869,390,21,13.9032
871,82,21,13.9195
871,393,21,13.9195
872,84,21,13.9277
872,118,21,13.9277
873,132,21,13.9358
874,130,21,13.9439
874,332,21,13.9439
876,200,21,13.96
877,168,21,13.968
877,308,21,13.968
878,210,21,13.9761
878,394,21,13.9761
879,45,21,13.9841
880,420,21,13.992
881,41,21,14.
881,43,21,14.
882,41,21,14.0079
882,43,21,14.0079
882,83,21,14.0079
882,85,21,14.0079
882,167,21,14.0079
882,169,21,14.0079
882,209,21,14.0079
882,211,21,14.0079
882,335,21,14.0079
882,337,21,14.0079
882,398,21,14.0079
882,419,21,14.0079
882,421,21,14.0079
883,41,21,14.0159
883,43,21,14.0159
883,280,21,14.0159
883,308,21,14.0159
884,200,21,14.0238
884,422,21,14.0238
885,363,21,14.0317
886,134,21,14.0395
886,212,21,14.0395
887,120,21,14.0474
887,170,21,14.0474
888,122,21,14.0552
889,203,21,14.0631
890,338,21,14.0709
892,86,21,14.0864
892,364,21,14.0864
893,84,21,14.0942
893,202,21,14.0942
894,314,21,14.1019
895,123,21,14.1096
895,342,21,14.1096
896,286,21,14.1173
897,366,21,14.125
898,46,21,14.1327
898,170,21,14.1327
899,213,21,14.1403
899,287,21,14.1403
900,40,21,14.1479
901,40,21,14.1556
901,428,21,14.1556
902,44,21,14.1632
903,42,21,14.1707
903,44,21,14.1707
903,85,21,14.1707
903,87,21,14.1707
903,171,21,14.1707
903,173,21,14.1707
903,214,21,14.1707
903,216,21,14.1707
903,343,21,14.1707
903,345,21,14.1707
903,429,21,14.1707
903,431,21,14.1707
904,42,21,14.1783
905,287,21,14.1858
905,432,21,14.1858
907,217,21,14.2009
907,372,21,14.2009
908,174,21,14.2084
909,123,21,14.2159
911,208,21,14.2308
911,346,21,14.2308
913,88,21,14.2456
914,86,21,14.253
915,207,21,14.2604
916,350,21,14.2678
917,126,21,14.2751
919,174,21,14.2898
919,375,21,14.2898
920,218,21,14.2971
921,294,21,14.3043
922,438,21,14.3116
923,41,21,14.3189
923,45,21,14.3189
925,43,21,14.3333
926,442,22,14.3416
927,294,22,14.3499
928,222,22,14.3581
929,178,22,14.3664
929,324,22,14.3664
929,381,22,14.3664
931,126,22,14.3828
932,354,22,14.391
933,213,22,14.3991
934,90,22,14.4073
935,88,22,14.4154
937,212,22,14.4316
937,358,22,14.4316
939,129,22,14.4478
940,178,22,14.4558
941,223,22,14.4638
941,384,22,14.4638
943,301,22,14.4798
943,448,22,14.4798
944,46,22,14.4878
945,42,22,14.4958
946,42,22,14.5037
946,44,22,14.5037
946,128,22,14.5037
946,130,22,14.5037
946,214,22,14.5037
946,216,22,14.5037
946,300,22,14.5037
946,302,22,14.5037
946,386,22,14.5037
946,388,22,14.5037
947,44,22,14.5116
947,452,22,14.5116
949,227,22,14.5274
949,301,22,14.5274
949,331,22,14.5274
949,453,22,14.5274
950,182,22,14.5353
951,249,22,14.5432
951,390,22,14.5432
953,129,22,14.5588
953,228,22,14.5588
953,362,22,14.5588
953,372,22,14.5588
955,92,22,14.5744
955,167,22,14.5744
955,183,22,14.5744
955,218,22,14.5744
956,90,22,14.5822
957,417,22,14.59
958,366,22,14.5977
959,126,22,14.6054
959,217,22,14.6054
961,132,22,14.6208
961,182,22,14.6208
961,208,22,14.6208
961,365,22,14.6208
962,228,22,14.6285
963,294,22,14.6362
963,393,22,14.6362
964,458,22,14.6438
965,47,22,14.6515
965,83,22,14.6515
965,93,22,14.6515
965,308,22,14.6515
967,43,22,14.6667
967,45,22,14.6667
967,85,22,14.6667
967,91,22,14.6667
968,43,22,14.6743
968,45,22,14.6743
968,131,22,14.6743
968,133,22,14.6743
968,219,22,14.6743
968,221,22,14.6743
968,307,22,14.6743
968,309,22,14.6743
968,395,22,14.6743
968,397,22,14.6743
968,462,22,14.6743
969,43,22,14.6818
969,45,22,14.6818
969,294,22,14.6818
969,338,22,14.6818
970,254,22,14.6894
971,212,22,14.6969
971,310,22,14.6969
971,371,22,14.6969
971,379,22,14.6969
972,170,22,14.7044
973,126,22,14.7119
973,397,22,14.7119
973,424,22,14.7119
974,128,22,14.7194
975,134,22,14.7269
975,211,22,14.7269
975,423,22,14.7269
976,298,22,14.7344
977,84,22,14.7418
977,169,22,14.7418
977,185,22,14.7418
977,221,22,14.7418
978,86,22,14.7492
979,232,22,14.7566
979,297,22,14.7566
979,384,22,14.7566
980,214,22,14.764
981,127,22,14.7714
981,224,22,14.7714
981,255,22,14.7714
982,426,22,14.7788
983,133,22,14.7862
983,170,22,14.7862
983,341,22,14.7862
983,467,22,14.7862
984,386,22,14.7935
985,48,22,14.8008
985,256,22,14.8008
985,404,22,14.8008
985,472,22,14.8008
986,342,22,14.8081
987,42,22,14.8154
987,313,22,14.8154
987,473,22,14.8154
988,42,22,14.8227
989,46,22,14.83
990,44,22,14.8372
990,46,22,14.8372
990,134,22,14.8372
990,136,22,14.8372
990,224,22,14.8372
990,226,22,14.8372
990,314,22,14.8372
990,316,22,14.8372
990,404,22,14.8372
990,406,22,14.8372
991,44,22,14.8444
991,473,22,14.8444
992,346,22,14.8517
993,260,22,14.8589
993,317,22,14.8589
994,388,22,14.8661
995,174,22,14.8732
995,406,22,14.8732
996,434,22,14.8804
997,131,22,14.8876
997,137,22,14.8876
998,216,22,14.8947
999,226,22,14.9018
999,305,22,14.9018
1000,86,22,14.9089
1001,88,22,14.916
1002,304,22,14.9231
1003,219,22,14.9301
1003,229,22,14.9301
1004,130,22,14.9372
1005,136,22,14.9442
1005,436,22,14.9442
1006,174,22,14.9512
1007,395,22,14.9583
1007,413,22,14.9583
1008,262,22,14.9652
1009,320,22,14.9722
1009,350,22,14.9722
1010,484,22,14.9792
1011,43,22,14.9861
1011,47,22,14.9861
1013,45,22,15.
1014,484,23,15.0079
1015,324,23,15.0158
1015,354,23,15.0158
1016,266,23,15.0236
1017,397,23,15.0315
1017,415,23,15.0315
1018,178,23,15.0393
1019,140,23,15.0472
1019,444,23,15.0472
1020,134,23,15.055
1021,221,23,15.0627
1021,231,23,15.0627
1022,312,23,15.0705
1023,88,23,15.0783
1024,90,23,15.086
1025,234,23,15.0938
1025,311,23,15.0938
1026,224,23,15.1015
1027,133,23,15.1092
1027,139,23,15.1092
1028,446,23,15.1168
1029,178,23,15.1245
1029,422,23,15.1245
1030,404,23,15.1322
1031,268,23,15.1398
1031,327,23,15.1398
1032,358,23,15.1474
1033,48,23,15.155
1033,495,23,15.155
1034,44,23,15.1626
1035,44,23,15.1702
1035,46,23,15.1702
1035,89,23,15.1702
1035,91,23,15.1702
1035,134,23,15.1702
1035,136,23,15.1702
1035,179,23,15.1702
1035,181,23,15.1702
1035,224,23,15.1702
1035,226,23,15.1702
1035,269,23,15.1702
1035,271,23,15.1702
1035,314,23,15.1702
1035,316,23,15.1702
1035,359,23,15.1702
1035,361,23,15.1702
1035,404,23,15.1702
1035,406,23,15.1702
1035,449,23,15.1702
1035,451,23,15.1702
1035,494,23,15.1702
1035,496,23,15.1702
1036,46,23,15.1778
1037,331,23,15.1853
1037,495,23,15.1853
1038,362,23,15.1929
1039,272,23,15.2004
1039,424,23,15.2004
1040,332,23,15.2079
1040,406,23,15.2079
1041,143,23,15.2154
1041,182,23,15.2154
1042,218,23,15.2229
1042,454,23,15.2229
1043,137,23,15.2303
1043,236,23,15.2303
1044,226,23,15.2378
1044,426,23,15.2378
1045,319,23,15.2452
1046,90,23,15.2526
1046,306,23,15.2526
1047,92,23,15.26
1047,239,23,15.26
1048,144,23,15.2674
1048,318,23,15.2674
1049,142,23,15.2748
1049,229,23,15.2748
1050,136,23,15.2822
1051,431,23,15.2895
1051,456,23,15.2895
1052,182,23,15.2969
1052,238,23,15.2969
1053,334,23,15.3042
1053,413,23,15.3042
1054,274,23,15.3115
1054,484,23,15.3115
1055,49,23,15.3188
1055,366,23,15.3188
1056,506,23,15.3261
1057,45,23,15.3333
1057,47,23,15.3333
1058,45,23,15.3406
1058,47,23,15.3406
1058,91,23,15.3406
1058,93,23,15.3406
1058,137,23,15.3406
1058,139,23,15.3406
1058,183,23,15.3406
1058,185,23,15.3406
1058,229,23,15.3406
1058,231,23,15.3406
1058,275,23,15.3406
1058,277,23,15.3406
1058,321,23,15.3406
1058,323,23,15.3406
1058,367,23,15.3406
1058,369,23,15.3406
1058,413,23,15.3406
1058,415,23,15.3406
1058,459,23,15.3406
1058,461,23,15.3406
1058,484,23,15.3406
1058,505,23,15.3406
1058,507,23,15.3406
1059,45,23,15.3478
1059,47,23,15.3478
1059,338,23,15.3478
1060,242,23,15.3551
1060,508,23,15.3551
1061,222,23,15.3623
1061,368,23,15.3623
1062,276,23,15.3695
1063,311,23,15.3766
1063,417,23,15.3766
1064,144,23,15.3838
1064,184,23,15.3838
1065,462,23,15.391
1066,138,23,15.3981
1066,310,23,15.3981
1067,233,23,15.4053
1067,490,23,15.4053
1068,324,23,15.4124
1068,438,23,15.4124
1069,94,23,15.4195
1069,489,23,15.4195
1070,92,23,15.4266
1070,222,23,15.4266
1071,327,23,15.4336
1072,232,23,15.4407
1072,340,23,15.4407
1073,141,23,15.4478
1073,312,23,15.4478
1074,468,23,15.4548
1075,188,23,15.4618
1075,223,23,15.4618
1076,50,23,15.4688
1076,420,23,15.4688
1077,282,23,15.4758
1078,44,23,15.4828
1078,376,23,15.4828
1079,44,23,15.4898
1079,515,23,15.4898
1080,48,23,15.4968
1081,46,23,15.5037
1081,48,23,15.5037
1081,93,23,15.5037
1081,95,23,15.5037
1081,140,23,15.5037
1081,142,23,15.5037
1081,187,23,15.5037
1081,189,23,15.5037
1081,234,23,15.5037
1081,236,23,15.5037
1081,281,23,15.5037
1081,283,23,15.5037
1081,328,23,15.5037
1081,330,23,15.5037
1081,375,23,15.5037
1081,377,23,15.5037
1081,422,23,15.5037
1081,424,23,15.5037
1081,469,23,15.5037
1081,471,23,15.5037
1081,516,23,15.5037
1081,518,23,15.5037
1082,46,23,15.5106
1083,519,23,15.5176
1084,376,23,15.5245
1085,227,23,15.5314
1085,282,23,15.5314
1086,426,23,15.5382
1087,188,23,15.5451
1087,318,23,15.5451
1088,472,23,15.552
1089,141,23,15.5588
1090,238,23,15.5657
1091,331,23,15.5725
1091,501,23,15.5725
1092,96,23,15.5793
1093,94,23,15.5861
1093,500,23,15.5861
1094,334,23,15.5929
1095,237,23,15.5996
1096,144,23,15.6064
1097,319,23,15.6131
1097,478,23,15.6131
1098,192,23,15.6199
1099,228,23,15.6266
1099,429,23,15.6266
1100,288,23,15.6333
1101,384,23,15.64
1102,526,23,15.6467
1103,45,23,15.6534
1103,49,23,15.6534
1105,47,23,15.6667
1106,530,24,15.6742
1107,384,24,15.6817
1108,288,24,15.6893
1109,232,24,15.6968
1109,354,24,15.6968
1109,435,24,15.6968
1110,192,24,15.7042
1111,325,24,15.7117
1111,482,24,15.7117
1112,144,24,15.7192
1113,243,24,15.7266
1114,338,24,15.7341
1115,98,24,15.7415
1115,512,24,15.7415
1116,96,24,15.7489
1117,341,24,15.7563
1117,511,24,15.7563
1118,242,24,15.7637
1119,147,24,15.771
1120,488,24,15.7784
1121,196,24,15.7857
1121,326,24,15.7857
1122,438,24,15.793
1123,233,24,15.8004
1123,294,24,15.8004
1124,392,24,15.8077
1125,537,24,15.8149
1126,50,24,15.8222
1127,46,24,15.8295
1128,46,24,15.8367
1128,48,24,15.8367
1128,234,24,15.8367
1128,236,24,15.8367
1128,328,24,15.8367
1128,330,24,15.8367
1128,516,24,15.8367
1128,518,24,15.8367
1129,48,24,15.844
1129,541,24,15.844
1130,392,24,15.8512
1131,294,24,15.8584
1131,361,24,15.8584
1131,542,24,15.8584
1132,444,24,15.8656
1133,196,24,15.8728
1133,237,24,15.8728
1133,271,24,15.8728
1133,393,24,15.8728
1134,492,24,15.88
1135,147,24,15.8871
1135,295,24,15.8871
1135,332,24,15.8871
1136,248,24,15.8943
1137,181,24,15.9014
1137,345,24,15.9014
1137,446,24,15.9014
1138,100,24,15.9085
1139,98,24,15.9156
1139,197,24,15.9156
1139,318,24,15.9156
1139,523,24,15.9156
1140,348,24,15.9227
1141,136,24,15.9298
1141,247,24,15.9298
1141,495,24,15.9298
1141,522,24,15.9298
1142,150,24,15.9369
1143,148,24,15.944
1143,498,24,15.944
1143,502,24,15.944
1144,200,24,15.951
1145,250,24,15.958
1145,333,24,15.958
1145,447,24,15.958
1146,300,24,15.9651
1147,238,24,15.9721
1147,348,24,15.9721
1147,400,24,15.9721
1147,412,24,15.9721
1148,548,24,15.9791
1149,51,24,15.9861
1149,91,24,15.9861
1149,101,24,15.9861
1151,47,24,16.
1151,49,24,16.
1151,93,24,16.
1151,99,24,16.
1152,47,24,16.007
1152,49,24,16.007
1152,239,24,16.007
1152,241,24,16.007
1152,335,24,16.007
1152,337,24,16.007
1152,527,24,16.007
1152,529,24,16.007
1152,552,24,16.007
1153,47,24,16.0139
1153,49,24,16.0139
1153,352,24,16.0139
1153,368,24,16.0139
1153,400,24,16.0139
1153,416,24,16.0139
1154,276,24,16.0208
1155,250,24,16.0277
1156,184,24,16.0346
1157,152,24,16.0415
1157,240,24,16.0415
1157,323,24,16.0415
1157,510,24,16.0415
1158,138,24,16.0484
1159,140,24,16.0553
1159,337,24,16.0553
1159,505,24,16.0553
1159,509,24,16.0553
1161,203,24,16.069
1161,326,24,16.069
1161,417,24,16.069
1162,92,24,16.0758
1163,94,24,16.0826
1163,187,24,16.0826
1163,454,24,16.0826
1163,532,24,16.0826
1164,420,24,16.0894
1165,305,24,16.0962
1165,535,24,16.0962
1166,514,24,16.103
1167,141,24,16.1098
1167,281,24,16.1098
1167,407,24,16.1098
1168,328,24,16.1165
1169,188,24,16.1233
1169,342,24,16.1233
1169,375,24,16.1233
1169,558,24,16.1233
1171,52,24,16.1368
1171,245,24,16.1368
1171,282,24,16.1368
1171,563,24,16.1368
1172,376,24,16.1435
1173,46,24,16.1502
1173,564,24,16.1502
1174,46,24,16.1569
1175,50,24,16.1635
1176,48,24,16.1702
1176,50,24,16.1702
1176,244,24,16.1702
1176,246,24,16.1702
1176,342,24,16.1702
1176,344,24,16.1702
1176,538,24,16.1702
1176,540,24,16.1702
1177,48,24,16.1769
1177,564,24,16.1769
1178,376,24,16.1835
1179,282,24,16.1902
1181,188,24,16.2034
1181,245,24,16.2034
1182,330,24,16.21
1183,141,24,16.2166
1183,344,24,16.2166
1184,520,24,16.2232
1186,426,24,16.2363
1187,94,24,16.2428
1187,543,24,16.2428
1188,96,24,16.2494
1189,429,24,16.2559
1189,546,24,16.2559
1191,525,24,16.2689
1192,144,24,16.2754
1193,335,24,16.2819
1193,349,24,16.2819
1194,192,24,16.2883
1195,250,24,16.2948
1196,288,24,16.3013
1197,384,24,16.3077
1198,576,24,16.3141
1199,47,24,16.3205
1199,51,24,16.3205
1201,49,24,16.3333
1202,576,25,16.3405
1203,384,25,16.3478
1204,288,25,16.3549
1205,250,25,16.3621
1205,418,25,16.3621
1206,192,25,16.3693
1207,337,25,16.3765
1207,351,25,16.3765
1208,144,25,16.3836
1209,531,25,16.3907
1211,435,25,16.405
1211,554,25,16.405
1212,96,25,16.4121
1213,98,25,16.4191
1213,557,25,16.4191
1214,438,25,16.4262
1216,536,25,16.4403
1217,147,25,16.4474
1217,356,25,16.4474
1218,342,25,16.4544
1219,196,25,16.4614
1219,255,25,16.4614
1221,294,25,16.4754
1222,392,25,16.4824
1223,52,25,16.4894
1223,588,25,16.4894
1224,48,25,16.4963
1225,48,25,16.5033
1225,50,25,16.5033
1225,97,25,16.5033
1225,99,25,16.5033
1225,146,25,16.5033
1225,148,25,16.5033
1225,195,25,16.5033
1225,197,25,16.5033
1225,293,25,16.5033
1225,295,25,16.5033
1225,342,25,16.5033
1225,344,25,16.5033
1225,391,25,16.5033
1225,393,25,16.5033
